Site,Datetime,mean_WT,max_WT,min_WT,range_WT,Solar_daily,Solar_2d,Solar_3d,Solar_7d,WL_daily_mean,WL_daily_max,WL_daily_min,WL_daily_range,WL_mean_2day,WL_mean_3day,WL_mean_7day,WL_max_2day,WL_max_3day,WL_max_7day,WL_min_2day,WL_min_3day,WL_min_7day,Air_tmin,Air_tmean,Air_tmax,Air_trange,Air_tmean_2day,Air_tmean_3day,Air_tmean_7day,Air_tmax_2day,Air_tmax_3day,Air_tmax_7day,Air_tmin_2day,Air_tmin_3day,Air_tmin_7day,GWT_mean,GWT_max,GWT_min,GWT_range,GWT_mean_2day,GWT_mean_3day,GWT_mean_7day,GWT_max_2day,GWT_max_3day,GWT_max_7day,GWT_min_2day,GWT_min_3day,GWT_min_7day,GWL_mean,GWL_max,GWL_min,GWL_range,GWL_mean_2day,GWL_mean_3day,GWL_mean_7day,GWL_max_2day,GWL_max_3day,GWL_max_7day,GWL_min_2day,GWL_min_3day,GWL_min_7day,ppt,ppt_7day,Water_area_m2_3d,Elev_m,Size_km2
Sam,6/27/2024,8.55575,8.879,8.282,0.597,21.99744053,24.11424053,26.49024053,28.90944053,0.205625,0.215,0.195,0.02,0.204271,0.203153,0.203036,0.215,0.217,0.219,0.191,0.187667,0.185571,6.6,11.9,17.2,10.6,14.85,14.23333,15.52857,22.3,22.16667,23.04286,7.35,6.266667,8.028571,8.40675,8.481,8.382,0.099,8.394375,8.39025,8.335536,8.4315,8.415,8.353286,8.382,8.382,8.324857,-0.15833,-0.151,-0.167,0.016,-0.16877,-0.17213,-0.17598,-0.16,-0.15867,-0.16029,-0.1785,-0.18633,-0.19243,0.36,1.27,0,852.4066284,0.015
Sam,6/28/2024,8.947083,10.161,8.182,1.979,30.64608105,26.32176079,26.2915207,28.89339496,0.197667,0.215,0.181,0.034,0.201646,0.202069,0.202042,0.215,0.215,0.217286,0.188,0.187667,0.185286,6.2,9.7,13.2,7,10.8,13.13333,14.38571,15.2,19.26667,21.41429,6.4,6.966667,7.385714,8.481,8.481,8.481,0,8.443875,8.42325,8.363964,8.481,8.448,8.381714,8.4315,8.415,8.353286,-0.1655,-0.138,-0.19,0.052,-0.16192,-0.16768,-0.1749,-0.1445,-0.15267,-0.15843,-0.1785,-0.18233,-0.19186,0.27,1.54,0,852.4066284,0.015
Sam,6/29/2024,8.877708,9.669,8.282,1.387,21.33215947,25.98912026,24.65856035,27.71094902,0.198792,0.217,0.178,0.039,0.198229,0.200694,0.201435,0.216,0.215667,0.216571,0.1795,0.184667,0.184286,6.2,13.9,21.5,15.3,11.8,11.83333,13.68571,17.35,17.3,20.61429,6.2,6.333333,6.757143,8.481,8.481,8.481,0,8.481,8.45625,8.392393,8.481,8.481,8.410143,8.481,8.448,8.381714,-0.18375,-0.167,-0.204,0.037,-0.17463,-0.16919,-0.17551,-0.1525,-0.152,-0.15971,-0.197,-0.187,-0.19243,0,1.54,0,852.4066284,0.015
Sam,6/30/2024,9.105125,9.866,8.779,1.087,26.86175947,24.09695947,26.28,27.09750887,0.195292,0.209,0.18,0.029,0.197042,0.19725,0.200619,0.213,0.213667,0.215714,0.179,0.179667,0.183571,9.4,15,20.6,11.2,14.45,12.86667,13.32857,21.05,18.43333,19.95714,7.8,7.266667,6.685714,8.514333,8.581,8.481,0.1,8.497667,8.492111,8.425583,8.531,8.514333,8.452857,8.481,8.481,8.410143,-0.18242,-0.167,-0.195,0.028,-0.18308,-0.17722,-0.17518,-0.167,-0.15733,-0.15914,-0.1995,-0.19633,-0.19186,0.33,1.87,0,852.4066284,0.015
Sam,7/1/2024,9.215125,10.455,8.481,1.974,29.73024053,28.296,25.97471982,26.86299459,0.193833,0.211,0.176,0.035,0.194563,0.195972,0.199292,0.21,0.212333,0.214714,0.178,0.178,0.182571,10.3,14.5,18.6,8.3,14.75,14.46667,13.68571,19.6,20.23333,20.05714,9.85,8.633333,7.271429,8.581,8.581,8.581,0,8.547667,8.525444,8.461155,8.581,8.547667,8.481286,8.531,8.514333,8.452857,-0.18533,-0.166,-0.207,0.041,-0.18388,-0.18383,-0.1762,-0.1665,-0.16667,-0.15914,-0.201,-0.202,-0.19357,0.66,1.62,0,852.4066284,0.015
Sam,7/2/2024,9.063125,10.161,8.282,1.879,30.63744053,30.18384053,29.07648018,26.77659459,0.196167,0.213,0.178,0.035,0.195,0.195097,0.198613,0.212,0.211,0.213571,0.177,0.178,0.182143,8.4,14.2,19.9,11.5,14.35,14.56667,13.85714,19.25,19.7,19.77143,9.35,9.366667,7.885714,8.581,8.581,8.581,0,8.581,8.558778,8.489583,8.581,8.581,8.509714,8.581,8.547667,8.481286,-0.19325,-0.174,-0.213,0.039,-0.18929,-0.187,-0.17826,-0.17,-0.169,-0.16171,-0.21,-0.205,-0.19514,0,1.62,0,852.4066284,0.015
Sam,7/3/2024,8.950958,10.259,8.082,2.177,30.70655947,30.672,30.35808018,27.41595444,0.197167,0.216,0.175,0.041,0.196667,0.195722,0.197792,0.2145,0.213333,0.213714,0.1765,0.176333,0.180429,6.5,13.1,19.6,13.1,13.65,13.93333,13.18571,19.75,19.36667,18.65714,7.45,8.4,7.657143,8.647,8.68,8.581,0.099,8.614,8.603,8.52744,8.6305,8.614,8.552286,8.581,8.581,8.509714,-0.19875,-0.178,-0.224,0.046,-0.196,-0.19244,-0.18105,-0.176,-0.17267,-0.163,-0.2185,-0.21467,-0.2,0,1.62,0,852.4066284,0.015
Sam,7/4/2024,9.031917,10.553,7.882,2.671,30.47328105,30.58992026,30.60576035,28.6267888,0.195917,0.217,0.176,0.041,0.196542,0.196417,0.196405,0.2165,0.215333,0.214,0.1755,0.176333,0.177714,6.3,14.8,23.3,17,13.95,14.03333,13.6,21.45,20.93333,19.52857,6.4,7.066667,7.614286,8.68,8.68,8.68,0,8.6635,8.636,8.566476,8.68,8.647,8.580714,8.6305,8.614,8.552286,-0.20617,-0.181,-0.229,0.048,-0.20246,-0.19939,-0.18788,-0.1795,-0.17767,-0.16729,-0.2265,-0.222,-0.20886,0,1.26,0,852.4066284,0.015
Sam,7/5/2024,9.641833,11.236,8.68,2.556,30.61151895,30.5424,30.59711982,28.62185135,0.194083,0.212,0.175,0.037,0.195,0.195722,0.195893,0.2145,0.215,0.213571,0.1755,0.175333,0.176857,8.4,18.9,29.4,21,16.85,15.6,14.91429,26.35,24.1,21.84286,7.35,7.066667,7.928571,8.6965,8.779,8.68,0.099,8.68825,8.6745,8.597262,8.7295,8.713,8.623286,8.68,8.647,8.580714,-0.21658,-0.196,-0.236,0.04,-0.21138,-0.20717,-0.19518,-0.1885,-0.185,-0.17557,-0.2325,-0.22967,-0.21543,0,0.99,0,852.4066284,0.015
Sam,7/6/2024,9.699625,11.236,8.581,2.655,30.74975947,30.68063921,30.61151982,29.96722278,0.195708,0.216,0.174,0.042,0.194896,0.195236,0.195452,0.214,0.215,0.213429,0.1745,0.175,0.176286,13.2,23.1,32.9,19.7,21,18.93333,16.22857,31.15,28.53333,23.47143,10.8,9.3,8.928571,8.779,8.779,8.779,0,8.73775,8.7185,8.639833,8.779,8.746,8.665857,8.7295,8.713,8.623286,-0.22396,-0.199,-0.247,0.048,-0.22027,-0.21557,-0.20092,-0.1975,-0.192,-0.18014,-0.2415,-0.23733,-0.22157,0,0.99,0,852.4066284,0.015
Sam,7/7/2024,9.756917,11.334,8.68,2.654,30.51648105,30.63312026,30.62591982,30.48932586,0.195708,0.214,0.177,0.037,0.195708,0.195167,0.195512,0.215,0.214,0.214143,0.1755,0.175333,0.175857,14.1,23.1,32.2,18.1,23.1,21.7,17.38571,32.55,31.5,25.12857,13.65,11.9,9.6,8.779,8.779,8.779,0,8.779,8.7515,8.677643,8.779,8.779,8.694143,8.779,8.746,8.665857,-0.23613,-0.212,-0.257,0.045,-0.23004,-0.22556,-0.2086,-0.2055,-0.20233,-0.18657,-0.252,-0.24667,-0.23043,0,0.66,0,852.4066284,0.015
Sam,7/8/2024,9.920708,11.528,8.879,2.649,29.98944053,30.25296079,30.41856035,30.52635444,0.195167,0.213,0.175,0.038,0.195438,0.195528,0.195702,0.2135,0.214333,0.214429,0.176,0.175333,0.175714,14.3,23.4,32.5,18.2,23.25,23.2,18.65714,32.35,32.53333,27.11429,14.2,13.86667,10.17143,8.824833,8.879,8.779,0.1,8.801917,8.794278,8.712476,8.829,8.812333,8.736714,8.779,8.779,8.694143,-0.24467,-0.22,-0.262,0.042,-0.2404,-0.23492,-0.21707,-0.216,-0.21033,-0.19429,-0.2595,-0.25533,-0.23829,0,0,0,852.4066284,0.015
Sam,7/9/2024,10.15467,11.528,9.176,2.352,30.18815947,30.0888,30.23136035,30.46217143,0.192042,0.21,0.177,0.033,0.193604,0.194306,0.195113,0.2115,0.212333,0.214,0.176,0.176333,0.175571,15.8,25.2,34.7,18.9,24.3,23.9,20.22857,33.6,33.13333,29.22857,15.05,14.73333,11.22857,8.879,8.879,8.879,0,8.851917,8.827611,8.755048,8.879,8.845667,8.779286,8.829,8.812333,8.736714,-0.25608,-0.232,-0.272,0.04,-0.25038,-0.24563,-0.22605,-0.226,-0.22133,-0.20257,-0.267,-0.26367,-0.24671,0,0,0,852.4066284,0.015
Sam,7/10/2024,10.11046,11.334,9.275,2.059,29.85984053,30.024,30.01248018,30.34121158,0.189708,0.208,0.174,0.034,0.190875,0.192306,0.194048,0.209,0.210333,0.212857,0.1755,0.175333,0.175429,16.6,25.8,35.1,18.5,25.5,24.8,22.04286,34.9,34.1,31.44286,16.2,15.56667,12.67143,8.879,8.879,8.879,0,8.879,8.860944,8.78819,8.879,8.879,8.807714,8.879,8.845667,8.779286,-0.26879,-0.246,-0.286,0.04,-0.26244,-0.25651,-0.23605,-0.239,-0.23267,-0.21229,-0.279,-0.27333,-0.25557,0,0,0,852.4066284,0.015
Sam,7/11/2024,9.757542,11.139,8.779,2.36,30.12768105,29.99376079,30.05856035,30.29184015,0.191875,0.211,0.173,0.038,0.190792,0.191208,0.19347,0.2095,0.209667,0.212,0.1735,0.174667,0.175,10.8,19.9,29,18.2,22.85,23.63333,22.77143,32.05,32.93333,32.25714,13.7,14.4,13.31429,8.940875,8.978,8.879,0.099,8.909938,8.899625,8.825458,8.9285,8.912,8.850286,8.879,8.879,8.807714,-0.27479,-0.253,-0.293,0.04,-0.27179,-0.26656,-0.24586,-0.2495,-0.24367,-0.22257,-0.2895,-0.28367,-0.26471,0,0,0,852.4066284,0.015
Sam,7/12/2024,9.642667,10.944,8.68,2.264,30.09311895,30.1104,30.02688018,30.21778301,0.192125,0.209,0.171,0.038,0.192,0.191236,0.19319,0.21,0.209333,0.211571,0.172,0.172667,0.174429,10.1,18.2,26.3,16.2,19.05,21.3,22.67143,27.65,30.13333,31.81429,10.45,12.5,13.55714,8.978,8.978,8.978,0,8.959438,8.932625,8.865673,8.978,8.945,8.878714,8.9285,8.912,8.850286,-0.27908,-0.257,-0.304,0.047,-0.27694,-0.27422,-0.25479,-0.255,-0.252,-0.23129,-0.2985,-0.29433,-0.27443,0,0,0,852.4066284,0.015
Sam,7/13/2024,9.7075,11.236,8.68,2.556,29.79071895,29.94191895,30.00383965,30.08077722,0.191542,0.212,0.172,0.04,0.191833,0.191847,0.192595,0.2105,0.210667,0.211,0.1715,0.172,0.174143,9.6,18.9,28.2,18.6,18.55,19,22.07143,27.25,27.83333,31.14286,9.85,10.16667,13.04286,8.9945,9.077,8.978,0.099,8.98625,8.971125,8.896458,9.0275,9.011,8.921286,8.978,8.945,8.878714,-0.28379,-0.26,-0.308,0.048,-0.28144,-0.27922,-0.26333,-0.2585,-0.25667,-0.24,-0.306,-0.30167,-0.28314,0,0,0,852.4066284,0.015
Sam,7/14/2024,9.876333,11.334,8.879,2.455,29.60928105,29.7,29.83103965,29.95117722,0.189667,0.206,0.172,0.034,0.190604,0.191111,0.191732,0.209,0.209,0.209857,0.172,0.171667,0.173429,12.4,21.8,31.1,18.7,20.35,19.63333,21.88571,29.65,28.53333,30.98571,11,10.7,12.8,9.077,9.077,9.077,0,9.03575,9.0165,8.93903,9.077,9.044,8.963857,9.0275,9.011,8.921286,-0.28904,-0.266,-0.311,0.045,-0.28642,-0.28397,-0.27089,-0.263,-0.261,-0.24771,-0.3095,-0.30767,-0.29086,0,0,0,852.4066284,0.015
Sam,7/15/2024,9.622208,10.944,8.581,2.363,29.91168105,29.76048105,29.77056035,29.94006872,0.192,0.213,0.169,0.044,0.190833,0.191069,0.19128,0.2095,0.210333,0.209857,0.1705,0.171,0.172571,11.4,19.5,27.7,16.3,20.65,20.06667,21.32857,29.4,29,30.3,11.9,11.13333,12.38571,9.077,9.077,9.077,0,9.077,9.0495,8.975054,9.077,9.077,8.992143,9.077,9.044,8.963857,-0.29008,-0.265,-0.315,0.05,-0.28956,-0.28764,-0.27738,-0.2655,-0.26367,-0.25414,-0.313,-0.31133,-0.29843,0,0,0,852.4066284,0.015
Sam,7/16/2024,9.5555,11.041,8.481,2.56,26.27424053,28.09296079,28.59840088,29.38093744,0.190375,0.21,0.17,0.04,0.191188,0.190681,0.191042,0.2115,0.209667,0.209857,0.1695,0.170333,0.171571,10.6,18.9,27.1,16.5,19.2,20.06667,20.42857,27.4,28.63333,29.21429,11,11.46667,11.64286,9.16775,9.176,9.077,0.099,9.122375,9.10725,9.016304,9.1265,9.11,9.034571,9.077,9.077,8.992143,-0.2945,-0.27,-0.316,0.046,-0.29229,-0.29121,-0.28287,-0.2675,-0.267,-0.25957,-0.3155,-0.314,-0.30471,0,0,0,852.4066284,0.015
Sam,7/17/2024,10.05721,11.334,9.373,1.961,24.64128105,25.45776079,26.94240088,28.63542895,0.18425,0.199,0.167,0.032,0.187313,0.188875,0.190262,0.2045,0.207333,0.208571,0.1685,0.168667,0.170571,12.2,22.8,33.3,21.1,20.85,20.4,20,30.2,29.36667,28.95714,11.4,11.4,11.01429,9.176,9.176,9.176,0,9.171875,9.14025,9.058732,9.176,9.143,9.077,9.1265,9.11,9.034571,-0.30358,-0.282,-0.326,0.044,-0.29904,-0.29606,-0.28784,-0.276,-0.27233,-0.26471,-0.321,-0.319,-0.31043,0,0,0,852.4066284,0.015
Sam,7/18/2024,9.782167,11.139,8.879,2.26,29.25504053,26.94816079,26.7235207,28.51076602,0.1875,0.208,0.168,0.04,0.185875,0.187375,0.189637,0.2035,0.205667,0.208143,0.1675,0.168333,0.169857,12.2,20.3,28.3,16.1,21.55,20.66667,20.05714,30.8,29.56667,28.85714,12.2,11.66667,11.21429,9.196625,9.275,9.176,0.099,9.186313,9.180125,9.095268,9.2255,9.209,9.119429,9.176,9.143,9.077,-0.30454,-0.281,-0.328,0.047,-0.30406,-0.30088,-0.29209,-0.2815,-0.27767,-0.26871,-0.327,-0.32333,-0.31543,0,0,0,852.4066284,0.015
Sam,7/19/2024,9.720333,11.139,8.68,2.459,29.2896,29.27232026,27.72864053,28.39597759,0.187667,0.205,0.167,0.038,0.187583,0.186472,0.189,0.2065,0.204,0.207571,0.1675,0.167333,0.169286,11.3,19.2,27.1,15.8,19.75,20.76667,20.2,27.7,29.56667,28.97143,11.75,11.9,11.38571,9.275,9.275,9.275,0,9.235813,9.215875,9.137696,9.275,9.242,9.161857,9.2255,9.209,9.119429,-0.30929,-0.284,-0.332,0.048,-0.30692,-0.30581,-0.2964,-0.2825,-0.28233,-0.27257,-0.33,-0.32867,-0.31943,0,0,0,852.4066284,0.015
Sam,7/20/2024,9.8065,11.236,8.779,2.457,29.02175947,29.15567974,29.1888,28.28612624,0.188833,0.208,0.169,0.039,0.18825,0.188,0.188613,0.2065,0.207,0.207,0.168,0.168,0.168857,11.8,19.9,28,16.2,19.55,19.8,20.34286,27.55,27.8,28.94286,11.55,11.76667,11.7,9.275,9.275,9.275,0,9.275,9.248875,9.177768,9.275,9.275,9.190143,9.275,9.242,9.161857,-0.31554,-0.291,-0.338,0.047,-0.31242,-0.30979,-0.30094,-0.2875,-0.28533,-0.277,-0.335,-0.33267,-0.32371,0,0,0,852.4066284,0.015
Sam,7/21/2024,9.979667,11.139,9.373,1.766,27.3456,28.18367974,28.55231982,27.96274323,0.186458,0.199,0.171,0.028,0.187646,0.187653,0.188155,0.2035,0.204,0.206,0.17,0.169,0.168714,12.2,22.1,31.9,19.7,21,20.4,20.38571,29.95,29,29.05714,12,11.76667,11.67143,9.275,9.275,9.275,0,9.275,9.275,9.206054,9.275,9.275,9.218429,9.275,9.275,9.190143,-0.32321,-0.309,-0.341,0.032,-0.31938,-0.31601,-0.30582,-0.3,-0.29467,-0.28314,-0.3395,-0.337,-0.328,0,0,0,852.4066284,0.015
Sam,7/22/2024,9.721875,10.748,9.176,1.572,28.75391895,28.04975947,28.37375947,27.79734865,0.186292,0.198,0.169,0.029,0.186375,0.187194,0.187339,0.1985,0.201667,0.203857,0.17,0.169667,0.168714,11.3,17.8,24.3,13,19.95,19.93333,20.14286,28.1,28.06667,28.57143,11.75,11.76667,11.65714,9.36075,9.373,9.275,0.098,9.317875,9.303583,9.246589,9.324,9.307667,9.260714,9.275,9.275,9.218429,-0.32304,-0.306,-0.342,0.036,-0.32313,-0.3206,-0.31053,-0.3075,-0.302,-0.289,-0.3415,-0.34033,-0.33186,0,0,0,852.4066284,0.015
Sam,7/23/2024,9.322167,10.651,8.481,2.17,29.54015947,29.14703921,28.54655947,28.2639085,0.1885,0.206,0.168,0.038,0.187396,0.187083,0.187071,0.202,0.201,0.203286,0.1685,0.169333,0.168429,6.9,13.6,20.4,13.5,15.7,17.83333,19.38571,22.35,25.53333,27.61429,9.1,10.13333,11.12857,9.373,9.373,9.373,0,9.366875,9.33625,9.275911,9.373,9.340333,9.288857,9.324,9.307667,9.260714,-0.32354,-0.303,-0.35,0.047,-0.32329,-0.32326,-0.31468,-0.3045,-0.306,-0.29371,-0.346,-0.34433,-0.33671,0,0,0,852.4066284,0.015
Sam,7/24/2024,9.317333,10.748,8.282,2.466,27.41471895,28.47743921,28.56959912,28.66011391,0.189667,0.211,0.168,0.043,0.189083,0.188153,0.187845,0.2085,0.205,0.205,0.168,0.168333,0.168571,6.1,16.2,26.2,20.1,14.9,15.86667,18.44286,23.3,23.63333,26.6,6.5,8.1,10.25714,9.373,9.373,9.373,0,9.373,9.368917,9.304054,9.373,9.373,9.317,9.373,9.340333,9.288857,-0.32758,-0.303,-0.353,0.05,-0.32556,-0.32472,-0.31811,-0.303,-0.304,-0.29671,-0.3515,-0.34833,-0.34057,0,0,0,852.4066284,0.015
Sam,7/25/2024,9.261583,10.161,8.779,1.382,28.8144,28.11455947,28.58975947,28.59716526,0.18975,0.205,0.17,0.035,0.189708,0.189306,0.188167,0.208,0.207333,0.204571,0.169,0.168667,0.168857,7.3,15.7,24.1,16.8,15.95,15.16667,17.78571,25.15,23.56667,26,6.7,6.766667,9.557143,9.426625,9.472,9.373,0.099,9.399813,9.390875,9.336911,9.4225,9.406,9.345143,9.373,9.373,9.317,-0.33083,-0.314,-0.354,0.04,-0.32921,-0.32732,-0.32186,-0.3085,-0.30667,-0.30143,-0.3535,-0.35233,-0.34429,0,0,0,852.4066284,0.015
Sam,7/26/2024,8.954208,10.357,7.882,2.475,29.14271895,28.97855947,28.4572793,28.57618225,0.19025,0.208,0.168,0.04,0.19,0.189889,0.188536,0.2065,0.208,0.205,0.169,0.168667,0.169,5.5,11.7,17.9,12.4,13.7,14.53333,16.71429,21,22.73333,24.68571,6.4,6.3,8.728571,9.472,9.472,9.472,0,9.449313,9.423875,9.365054,9.472,9.439,9.373286,9.4225,9.406,9.345143,-0.33088,-0.309,-0.355,0.046,-0.33085,-0.32976,-0.32495,-0.3115,-0.30867,-0.305,-0.3545,-0.354,-0.34757,0,0,0,852.4066284,0.015
Sam,7/27/2024,9.02525,10.161,8.082,2.079,28.21824053,28.68047974,28.72511982,28.46139383,0.188542,0.207,0.166,0.041,0.189396,0.189514,0.188494,0.2075,0.206667,0.204857,0.167,0.168,0.168571,5.6,14.9,24.3,18.7,13.3,14.1,16,21.1,22.1,24.15714,5.55,6.133333,7.842857,9.472,9.472,9.472,0,9.472,9.456875,9.393196,9.472,9.472,9.401429,9.472,9.439,9.373286,-0.33583,-0.312,-0.363,0.051,-0.33335,-0.33251,-0.32785,-0.3105,-0.31167,-0.308,-0.359,-0.35733,-0.35114,0,0,0,852.4066284,0.015
Sam,7/28/2024,9.128875,10.259,8.282,1.977,24.58944053,26.40384053,27.3168,28.06765677,0.186375,0.204,0.166,0.038,0.187458,0.188389,0.188482,0.2055,0.206333,0.205571,0.166,0.166667,0.167857,7.5,15.1,22.8,15.3,15,13.9,15,23.55,21.66667,22.85714,6.55,6.2,7.171429,9.472,9.472,9.472,0,9.472,9.472,9.421339,9.472,9.472,9.429571,9.472,9.472,9.401429,-0.33942,-0.318,-0.363,0.045,-0.33763,-0.33538,-0.33016,-0.315,-0.313,-0.30929,-0.363,-0.36033,-0.35429,0,0,0,852.4066284,0.015
Sam,7/29/2024,9.031083,9.373,8.581,0.792,8.3376,16.46352026,20.38176035,25.15103977,0.187458,0.202,0.172,0.03,0.186917,0.187458,0.188649,0.203,0.204333,0.206143,0.169,0.168,0.168286,8.7,15.2,21.6,12.9,15.15,15.06667,14.62857,22.2,22.9,22.47143,8.1,7.266667,6.8,9.500875,9.571,9.472,0.099,9.486438,9.481625,9.441357,9.5215,9.505,9.457857,9.472,9.472,9.429571,-0.328,-0.314,-0.34,0.026,-0.33371,-0.33442,-0.33087,-0.316,-0.31467,-0.31043,-0.3515,-0.35533,-0.354,0,0,0,852.4066284,0.015
Sam,7/30/2024,9.401708,10.063,8.978,1.085,26.136,17.2368,19.68768018,24.66473128,0.182417,0.193,0.17,0.023,0.184938,0.185417,0.18778,0.1975,0.199667,0.204286,0.171,0.169333,0.168571,10.9,13.9,16.8,5.9,14.55,14.73333,14.67143,19.2,20.4,21.95714,9.8,9.033333,7.371429,9.571,9.571,9.571,0,9.535938,9.514625,9.469643,9.571,9.538,9.486143,9.5215,9.505,9.457857,-0.30892,-0.293,-0.321,0.028,-0.31846,-0.32544,-0.32878,-0.3035,-0.30833,-0.309,-0.3305,-0.34133,-0.34986,3.61,3.61,0,852.4066284,0.015
Sam,7/31/2024,9.617583,11.041,8.68,2.361,27.54431895,26.84015947,20.67263965,24.68324556,0.184583,0.203,0.165,0.038,0.1835,0.184819,0.187054,0.198,0.199333,0.203143,0.1675,0.169,0.168143,10.6,15.3,20,9.4,14.6,14.8,14.54286,18.4,19.46667,21.07143,10.75,10.06667,8.014286,9.571,9.571,9.571,0,9.571,9.547625,9.497929,9.571,9.571,9.514429,9.571,9.538,9.486143,-0.29917,-0.274,-0.326,0.052,-0.30404,-0.31203,-0.32472,-0.2835,-0.29367,-0.30486,-0.3235,-0.329,-0.346,0,3.61,0,852.4066284,0.015
Sam,8/1/2024,10.22358,11.625,9.275,2.35,27.68255947,27.61343921,27.12095947,24.52155406,0.180833,0.196,0.167,0.029,0.182708,0.182611,0.18578,0.1995,0.197333,0.201857,0.166,0.167333,0.167714,10.5,19,27.4,16.9,17.15,16.06667,15.01429,23.7,21.4,21.54286,10.55,10.66667,8.471429,9.571,9.571,9.571,0,9.571,9.571,9.518554,9.571,9.571,9.528571,9.571,9.571,9.514429,-0.30821,-0.285,-0.333,0.048,-0.30369,-0.30543,-0.32149,-0.2795,-0.284,-0.30071,-0.3295,-0.32667,-0.343,0,3.61,0,852.4066284,0.015
Sam,8/2/2024,10.57146,11.916,9.669,2.247,26.51615947,27.09935947,27.2476793,24.14633128,0.177833,0.193,0.164,0.029,0.179333,0.181083,0.184006,0.1945,0.197333,0.199714,0.1655,0.165333,0.167143,15.6,24.7,33.9,18.3,21.85,19.66667,16.87143,30.65,27.1,23.82857,13.05,12.23333,9.914286,9.571,9.571,9.571,0,9.571,9.571,9.532696,9.571,9.571,9.542714,9.571,9.571,9.528571,-0.32738,-0.304,-0.349,0.045,-0.31779,-0.31158,-0.32099,-0.2945,-0.28767,-0.3,-0.341,-0.336,-0.34214,0,3.61,0,852.4066284,0.015
Sam,8/3/2024,10.0625,10.357,9.669,0.688,22.5504,24.53327974,25.58303965,23.33663977,0.182042,0.194,0.167,0.027,0.179938,0.180236,0.183077,0.1935,0.194333,0.197857,0.1655,0.166,0.167286,15.6,22.8,29.9,14.3,23.75,22.16667,18,31.9,30.4,24.62857,15.6,13.9,11.34286,9.571,9.571,9.571,0,9.571,9.571,9.546839,9.571,9.571,9.556857,9.571,9.571,9.542714,-0.3325,-0.317,-0.35,0.033,-0.32994,-0.32269,-0.32051,-0.3105,-0.302,-0.30071,-0.3495,-0.344,-0.34029,0,3.61,0,852.4066284,0.015
Sam,8/4/2024,9.921458,11.334,8.978,2.356,27.432,24.9912,25.49951982,23.7427197,0.183292,0.203,0.163,0.04,0.182667,0.181056,0.182637,0.1985,0.196667,0.197714,0.165,0.164667,0.166857,13.3,18.9,24.6,11.3,20.85,22.13333,18.54286,27.25,29.46667,24.88571,14.45,14.83333,12.17143,9.6445,9.669,9.571,0.098,9.60775,9.5955,9.571482,9.62,9.603667,9.585,9.571,9.571,9.556857,-0.33225,-0.301,-0.357,0.056,-0.33238,-0.33071,-0.31949,-0.309,-0.30733,-0.29829,-0.3535,-0.352,-0.33943,0,3.61,0,852.4066284,0.015
Sam,8/5/2024,9.96725,11.139,9.176,1.963,27.46655947,27.44927974,25.81631982,26.47542819,0.182208,0.2,0.163,0.037,0.18275,0.182514,0.181887,0.2015,0.199,0.197429,0.163,0.164333,0.165571,12.2,21,29.8,17.6,19.95,20.9,19.37143,27.2,28.1,26.05714,12.75,13.7,12.67143,9.669,9.669,9.669,0,9.65675,9.628167,9.5955,9.669,9.636333,9.599,9.62,9.603667,9.585,-0.3445,-0.321,-0.371,0.05,-0.33838,-0.33642,-0.32185,-0.311,-0.313,-0.29929,-0.364,-0.35933,-0.34386,0,3.61,0,852.4066284,0.015
Sam,8/6/2024,9.544042,10.846,8.581,2.265,27.76895947,27.61775947,27.55583965,26.70870812,0.187208,0.206,0.163,0.043,0.184708,0.184236,0.182571,0.203,0.203,0.199286,0.163,0.163,0.164571,10.7,19,27.4,16.7,20,19.63333,20.1,28.6,27.26667,27.57143,11.45,12.06667,12.64286,9.669,9.669,9.669,0,9.669,9.660833,9.6095,9.669,9.669,9.613,9.669,9.636333,9.599,-0.34788,-0.322,-0.374,0.052,-0.34619,-0.34154,-0.32741,-0.3215,-0.31467,-0.30343,-0.3725,-0.36733,-0.35143,0,0,0,852.4066284,0.015
Sam,8/7/2024,9.481917,10.846,8.382,2.464,27.68255947,27.72575947,27.63935947,26.72845677,0.186083,0.207,0.165,0.042,0.186646,0.185167,0.182786,0.2065,0.204333,0.199857,0.164,0.163667,0.164571,9.2,16.6,24.1,14.9,17.8,18.86667,20.28571,25.75,27.1,28.15714,9.95,10.7,12.44286,9.669,9.669,9.669,0,9.669,9.669,9.6235,9.669,9.669,9.627,9.669,9.669,9.613,-0.35863,-0.333,-0.383,0.05,-0.35325,-0.35033,-0.3359,-0.3275,-0.32533,-0.31186,-0.3785,-0.376,-0.35957,0,0,0,852.4066284,0.015
Sam,8/8/2024,9.893083,11.139,8.978,2.161,25.62624053,26.6544,27.02591982,26.43469692,0.182708,0.204,0.162,0.042,0.184396,0.185333,0.183054,0.2055,0.205667,0.201,0.1635,0.163333,0.163857,9.4,18.9,28.4,19,17.75,18.16667,20.27143,26.25,26.63333,28.3,9.3,9.766667,12.28571,9.75975,9.768,9.669,0.099,9.714375,9.69925,9.650464,9.7185,9.702,9.655143,9.669,9.669,9.627,-0.37188,-0.347,-0.395,0.048,-0.36525,-0.35946,-0.345,-0.34,-0.334,-0.32071,-0.389,-0.384,-0.36843,0,0,0,852.4066284,0.015
